"filename", "language", "YAML", "JSON", "XML", "Markdown", "HTML", "C++", "Dart", "Groovy", "Properties", "Swift", "comment", "blank", "total"
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\home\presentation\widgets\product_overview_bottom_nav_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 5, 115
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\home\presentation\widgets\single_product_item_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 284, 0, 0, 0, 1, 15, 300
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\profile\data\datasources\profile_local_data_source.dart", "Dart", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 2, 6, 30
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\profile\data\datasources\profile_remote_data_source.dart", "Dart", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 6, 5, 26
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\profile\data\models\profile_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 2, 23, 142
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\profile\data\repositories\profile_repository_implementation.dart", "Dart", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 15, 4, 55
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\profile\domain\entities\profile.dart", "Dart", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 6, 45
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\profile\domain\repositories\profile_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 3, 10
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\profile\domain\usecases\get_profile_data_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 5, 19
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\profile\domain\usecases\get_user_id_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 16
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\profile\presentation\bloc\profile_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 1, 10, 57
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\profile\presentation\bloc\profile_event.dart", "Dart", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 3, 11
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\profile\presentation\bloc\profile_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 3, 32
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\profile\presentation\screens\profile_info_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 12, 159
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\profile\presentation\screens\profile_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 368, 0, 0, 0, 0, 12, 380
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\splash\data\datasources\splash_local_data_source.dart", "Dart", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 9, 42
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\splash\data\repositories\splash_repository_implementation.dart", "Dart", 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 10, 69
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\splash\domain\repositories\splash_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 3, 11
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\splash\domain\usecases\get_user_id_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 5, 18
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\splash\domain\usecases\is_logged_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 5, 18
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\splash\domain\usecases\is_on_boarding_skipped_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 5, 18
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\splash\domain\usecases\skip_on_boarding_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 5, 18
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\splash\presentation\bloc\splash_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 18, 119
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\splash\presentation\bloc\splash_event.dart", "Dart", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 8, 30
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\splash\presentation\bloc\splash_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 3, 32
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\splash\presentation\screens\on_boarding_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 184, 0, 0, 0, 0, 10, 194
"d:\Programming\Projects\Flutter Projects\Work\kw_store\lib\modules\splash\presentation\screens\splash_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 8, 51
"d:\Programming\Projects\Flutter Projects\Work\kw_store\pubspec.yaml", "YAML", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 16, 133
"d:\Programming\Projects\Flutter Projects\Work\kw_store\test\modules\home\data\datasources\home_remote_data_source_test.dart", "Dart", 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 25, 18, 212
"d:\Programming\Projects\Flutter Projects\Work\kw_store\test\modules\home\data\datasources\home_remote_data_source_test.mocks.dart", "Dart", 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 17, 8, 137
"d:\Programming\Projects\Flutter Projects\Work\kw_store\test\modules\home\data\repositories\home_repository_implementation_test.dart", "Dart", 0, 0, 0, 0, 0, 0, 216, 0, 0, 0, 27, 32, 275
"d:\Programming\Projects\Flutter Projects\Work\kw_store\test\modules\home\data\repositories\home_repository_implementation_test.mocks.dart", "Dart", 0, 0, 0, 0, 0, 0, 208, 0, 0, 0, 17, 14, 239
"d:\Programming\Projects\Flutter Projects\Work\kw_store\test\widget_test.dart", "Dart", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 10, 6, 30
"d:\Programming\Projects\Flutter Projects\Work\kw_store\web\index.html", "HTML", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 16, 6, 60
"d:\Programming\Projects\Flutter Projects\Work\kw_store\web\manifest.json", "JSON", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"Total", "-", 55, 181, 1003, 13, 38, 1, 9486, 89, 8, 12, 477, 1394, 12757
